Time(ms),Waypoint_id,Waypoint_lat,Waypoint_lon,Distance_to_wp(meters),Bearing(degrees),Current_lat,Current_lon,Heading(degrees),FL,FR,DL,DR
8899,0,36.6086311,-121.8794708,12796765.00,311.00,0.0000000,0.0000000,154.00,1900,1300,1500,1500
8935,0,36.6086311,-121.8794708,12796765.00,311.00,0.0000000,0.0000000,154.00,1900,1300,1500,1500
9012,0,36.6086311,-121.8794708,22.85,48.00,36.6084938,-121.8796691,154.00,1300,1900,1500,1500
9929,0,36.6086311,-121.8794708,22.85,48.00,36.6084938,-121.8796691,153.00,1300,1900,1500,1500
10005,0,36.6086311,-121.8794708,22.85,48.00,36.6084938,-121.8796691,153.00,1300,1900,1500,1500
10935,0,36.6086311,-121.8794708,22.85,48.00,36.6084938,-121.8796691,132.00,1300,1900,1500,1500
11010,0,36.6086311,-121.8794708,22.60,49.00,36.6084976,-121.8796691,130.00,1300,1900,1500,1500
11927,0,36.6086311,-121.8794708,22.60,49.00,36.6084976,-121.8796691,111.00,1379,1900,1500,1500
12002,0,36.6086311,-121.8794708,22.85,48.00,36.6084938,-121.8796691,110.00,1376,1900,1500,1500
12934,0,36.6086311,-121.8794708,22.85,48.00,36.6084938,-121.8796691,94.00,1454,1900,1500,1500
13008,0,36.6086311,-121.8794708,22.85,48.00,36.6084938,-121.8796691,93.00,1456,1900,1500,1500
13933,0,36.6086311,-121.8794708,22.85,48.00,36.6084938,-121.8796691,74.00,1550,1850,1500,1500
14009,0,36.6086311,-121.8794708,23.36,46.00,36.6084861,-121.8796691,72.00,1549,1851,1500,1500
14934,0,36.6086311,-121.8794708,23.36,46.00,36.6084861,-121.8796691,55.00,1633,1767,1500,1500
15008,0,36.6086311,-121.8794708,23.36,46.00,36.6084861,-121.8796691,54.00,1638,1762,1500,1500
15924,0,36.6086311,-121.8794708,23.36,46.00,36.6084861,-121.8796691,40.00,1707,1693,1500,1500
15997,0,36.6086311,-121.8794708,21.95,46.00,36.6084938,-121.8796539,39.00,1713,1687,1500,1500
16923,0,36.6086311,-121.8794708,21.95,46.00,36.6084938,-121.8796539,29.00,1763,1637,1500,1500
16999,0,36.6086311,-121.8794708,21.95,46.00,36.6084938,-121.8796539,29.00,1764,1636,1500,1500
17925,0,36.6086311,-121.8794708,21.95,46.00,36.6084938,-121.8796539,31.00,1755,1645,1500,1500
18001,0,36.6086311,-121.8794708,21.44,47.00,36.6085014,-121.8796539,31.00,1761,1639,1500,1500
18929,0,36.6086311,-121.8794708,21.44,47.00,36.6085014,-121.8796539,38.00,1726,1674,1500,1500
19006,0,36.6086311,-121.8794708,20.29,46.00,36.6085052,-121.8796386,39.00,1717,1683,1500,1500
19930,0,36.6086311,-121.8794708,20.29,46.00,36.6085052,-121.8796386,49.00,1667,1733,1500,1500
20005,0,36.6086311,-121.8794708,20.02,46.00,36.6085090,-121.8796386,50.00,1662,1738,1500,1500
20929,0,36.6086311,-121.8794708,20.02,46.00,36.6085090,-121.8796386,55.00,1637,1763,1500,1500
21004,0,36.6086311,-121.8794708,19.51,47.00,36.6085128,-121.8796386,56.00,1636,1764,1500,1500
21919,0,36.6086311,-121.8794708,19.51,47.00,36.6085128,-121.8796386,54.00,1646,1754,1500,1500
21995,0,36.6086311,-121.8794708,19.51,47.00,36.6085166,-121.8796386,54.00,1646,1754,1500,1500
22920,0,36.6086311,-121.8794708,19.51,47.00,36.6085166,-121.8796386,47.00,1681,1719,1500,1500
22994,0,36.6086311,-121.8794708,18.62,45.00,36.6085166,-121.8796234,46.00,1676,1724,1500,1500
23920,0,36.6086311,-121.8794708,18.62,45.00,36.6085166,-121.8796234,41.00,1700,1700,1500,1500
23994,0,36.6086311,-121.8794708,18.10,48.00,36.6085205,-121.8796234,41.00,1715,1685,1500,1500
24923,0,36.6086311,-121.8794708,18.10,48.00,36.6085205,-121.8796234,40.00,1721,1679,1500,1500
24996,0,36.6086311,-121.8794708,18.10,48.00,36.6085243,-121.8796234,41.00,1716,1684,1500,1500
25919,0,36.6086311,-121.8794708,18.10,48.00,36.6085243,-121.8796234,45.00,1697,1703,1500,1500
25993,0,36.6086311,-121.8794708,16.69,46.00,36.6085281,-121.8796081,46.00,1682,1718,1500,1500
26926,0,36.6086311,-121.8794708,16.69,46.00,36.6085281,-121.8796081,50.00,1662,1738,1500,1500
27000,0,36.6086311,-121.8794708,16.18,47.00,36.6085357,-121.8796081,50.00,1667,1733,1500,1500
27916,0,36.6086311,-121.8794708,16.18,47.00,36.6085357,-121.8796081,54.00,1646,1754,1500,1500
27991,0,36.6086311,-121.8794708,16.18,47.00,36.6085357,-121.8796081,55.00,1641,1759,1500,1500
28921,0,36.6086311,-121.8794708,16.18,47.00,36.6085357,-121.8796081,56.00,1636,1764,1500,1500
28997,0,36.6086311,-121.8794708,15.02,46.00,36.6085395,-121.8795928,56.00,1630,1770,1500,1500
29918,0,36.6086311,-121.8794708,15.02,46.00,36.6085395,-121.8795928,49.00,1665,1735,1500,1500
29992,0,36.6086311,-121.8794708,14.76,47.00,36.6085433,-121.8795928,48.00,1675,1725,1500,1500
30912,0,36.6086311,-121.8794708,14.76,47.00,36.6085433,-121.8795928,43.00,1700,1700,1500,1500
30988,0,36.6086311,-121.8794708,14.76,47.00,36.6085433,-121.8795928,43.00,1700,1700,1500,1500
31918,0,36.6086311,-121.8794708,14.76,47.00,36.6085433,-121.8795928,39.00,1720,1680,1500,1500
31993,0,36.6086311,-121.8794708,12.49,42.00,36.6085472,-121.8795700,39.00,1696,1704,1500,1500
32914,0,36.6086311,-121.8794708,12.49,42.00,36.6085472,-121.8795700,36.00,1710,1690,1500,1500
32990,0,36.6086311,-121.8794708,11.94,46.00,36.6085548,-121.8795700,36.00,1731,1669,1500,1500
33918,0,36.6086311,-121.8794708,11.94,46.00,36.6085548,-121.8795700,38.00,1721,1679,1500,1500
33994,0,36.6086311,-121.8794708,11.68,47.00,36.6085586,-121.8795700,39.00,1721,1679,1500,1500
34918,0,36.6086311,-121.8794708,11.68,47.00,36.6085586,-121.8795700,42.00,1707,1693,1500,1500
34994,0,36.6086311,-121.8794708,11.43,47.00,36.6085624,-121.8795700,42.00,1707,1693,1500,1500
35917,0,36.6086311,-121.8794708,11.43,47.00,36.6085624,-121.8795700,45.00,1693,1707,1500,1500
35992,0,36.6086311,-121.8794708,10.28,44.00,36.6085662,-121.8795547,46.00,1673,1727,1500,1500
36908,0,36.6086311,-121.8794708,10.28,44.00,36.6085662,-121.8795547,45.00,1678,1722,1500,1500
36982,0,36.6086311,-121.8794708,10.01,46.00,36.6085700,-121.8795547,44.00,1693,1707,1500,1500
37908,0,36.6086311,-121.8794708,10.01,46.00,36.6085700,-121.8795547,44.00,1693,1707,1500,1500
37982,0,36.6086311,-121.8794708,9.76,48.00,36.6085739,-121.8795547,43.00,1707,1693,1500,1500
38910,0,36.6086311,-121.8794708,9.76,48.00,36.6085739,-121.8795547,42.00,1713,1687,1500,1500
38984,0,36.6086311,-121.8794708,8.61,45.00,36.6085777,-121.8795394,42.00,1699,1701,1500,1500
39915,0,36.6086311,-121.8794708,8.61,45.00,36.6085777,-121.8795394,42.00,1699,1701,1500,1500
39989,0,36.6086311,-121.8794708,8.34,46.00,36.6085815,-121.8795394,42.00,1703,1697,1500,1500
40914,0,36.6086311,-121.8794708,8.34,46.00,36.6085815,-121.8795394,43.00,1699,1701,1500,1500
40988,0,36.6086311,-121.8794708,7.84,51.00,36.6085853,-121.8795394,43.00,1724,1676,1500,1500
41911,0,36.6086311,-121.8794708,7.84,51.00,36.6085853,-121.8795394,45.00,1714,1686,1500,1500
41986,0,36.6086311,-121.8794708,7.61,54.00,36.6085891,-121.8795394,45.00,1729,1671,1500,1500
42904,0,36.6086311,-121.8794708,7.61,54.00,36.6085891,-121.8795394,47.00,1720,1680,1500,1500
42980,0,36.6086311,-121.8794708,6.42,50.00,36.6085929,-121.8795242,47.00,1700,1700,1500,1500
43902,0,36.6086311,-121.8794708,6.42,50.00,36.6085929,-121.8795242,49.00,1691,1709,1500,1500
43978,0,36.6086311,-121.8794708,6.18,52.00,36.6085968,-121.8795242,49.00,1700,1700,1500,1500
44904,0,36.6086311,-121.8794708,6.18,52.00,36.6085968,-121.8795242,49.00,1700,1700,1500,1500
44981,0,36.6086311,-121.8794708,5.96,53.00,36.6086006,-121.8795242,48.00,1711,1689,1500,1500
45907,0,36.6086311,-121.8794708,5.96,53.00,36.6086006,-121.8795242,48.00,1711,1689,1500,1500
45984,1,-99.0000000,-99.0000000,14989649.00,38.00,36.6086044,-121.8795089,48.00,1636,1764,1500,1500
46906,1,-99.0000000,-99.0000000,14989649.00,184.00,36.6086044,-121.8795089,44.00,1900,1300,1500,1500
46981,1,-99.0000000,-99.0000000,14989652.00,184.00,36.6086082,-121.8795089,44.00,1900,1300,1500,1500
47902,1,-99.0000000,-99.0000000,14989652.00,184.00,36.6086082,-121.8795089,53.00,1900,1300,1500,1500
47979,1,-99.0000000,-99.0000000,14989652.00,184.00,36.6086158,-121.8794937,54.00,1900,1300,1500,1500
48903,1,-99.0000000,-99.0000000,14989652.00,184.00,36.6086158,-121.8794937,74.00,1900,1300,1500,1500
48976,1,-99.0000000,-99.0000000,14989652.00,184.00,36.6086196,-121.8794937,76.00,1900,1300,1500,1500
49907,1,-99.0000000,-99.0000000,14989652.00,184.00,36.6086196,-121.8794937,97.00,1900,1300,1500,1500
49981,1,-99.0000000,-99.0000000,14989652.00,184.00,36.6086196,-121.8794937,99.00,1900,1300,1500,1500
50911,1,-99.0000000,-99.0000000,14989652.00,184.00,36.6086196,-121.8794937,121.00,1900,1350,1500,1500
50984,1,-99.0000000,-99.0000000,14989652.00,184.00,36.6086235,-121.8794937,123.00,1900,1357,1500,1500
51903,1,-99.0000000,-99.0000000,14989652.00,184.00,36.6086235,-121.8794937,142.00,1900,1450,1500,1500
51978,1,-99.0000000,-99.0000000,14989652.00,184.00,36.6086235,-121.8794784,144.00,1900,1458,1500,1500
52898,1,-99.0000000,-99.0000000,14989652.00,184.00,36.6086235,-121.8794784,159.00,1868,1532,1500,1500
52974,1,-99.0000000,-99.0000000,14989652.00,184.00,36.6086196,-121.8794784,160.00,1865,1535,1500,1500
53901,1,-99.0000000,-99.0000000,14989652.00,184.00,36.6086196,-121.8794784,177.00,1780,1620,1500,1500
53977,1,-99.0000000,-99.0000000,14989652.00,184.00,36.6086158,-121.8794784,178.00,1775,1625,1500,1500
54897,1,-99.0000000,-99.0000000,14989652.00,184.00,36.6086158,-121.8794784,191.00,1710,1690,1500,1500
54974,1,-99.0000000,-99.0000000,14989652.00,184.00,36.6086082,-121.8794784,192.00,1704,1696,1500,1500
55902,1,-99.0000000,-99.0000000,14989652.00,184.00,36.6086082,-121.8794784,199.00,1670,1730,1500,1500
55977,1,-99.0000000,-99.0000000,14989649.00,184.00,36.6086006,-121.8794784,199.00,1669,1731,1500,1500
56903,1,-99.0000000,-99.0000000,14989649.00,184.00,36.6086006,-121.8794784,200.00,1663,1737,1500,1500
56980,1,-99.0000000,-99.0000000,14989649.00,184.00,36.6085968,-121.8794784,200.00,1662,1738,1500,1500
57901,1,-99.0000000,-99.0000000,14989649.00,184.00,36.6085968,-121.8794784,195.00,1687,1713,1500,1500
57976,1,-99.0000000,-99.0000000,14989649.00,184.00,36.6085891,-121.8794784,195.00,1686,1714,1500,1500
58892,1,-99.0000000,-99.0000000,14989649.00,184.00,36.6085891,-121.8794784,189.00,1715,1685,1500,1500
58968,1,-99.0000000,-99.0000000,14989649.00,184.00,36.6085853,-121.8794784,189.00,1715,1685,1500,1500
59890,1,-99.0000000,-99.0000000,14989649.00,184.00,36.6085853,-121.8794784,187.00,1725,1675,1500,1500
59968,1,-99.0000000,-99.0000000,14989646.00,184.00,36.6085777,-121.8794784,187.00,1724,1676,1500,1500
60898,1,-99.0000000,-99.0000000,14989646.00,184.00,36.6085777,-121.8794784,189.00,1714,1686,1500,1500
60974,1,-99.0000000,-99.0000000,14989646.00,184.00,36.6085739,-121.8794784,189.00,1714,1686,1500,1500
61897,1,-99.0000000,-99.0000000,14989646.00,184.00,36.6085739,-121.8794784,191.00,1704,1696,1500,1500
61974,1,-99.0000000,-99.0000000,14989646.00,184.00,36.6085662,-121.8794784,191.00,1703,1697,1500,1500
62902,1,-99.0000000,-99.0000000,14989646.00,184.00,36.6085662,-121.8794784,191.00,1703,1697,1500,1500
62979,1,-99.0000000,-99.0000000,14989646.00,184.00,36.6085624,-121.8794784,191.00,1703,1697,1500,1500
63894,1,-99.0000000,-99.0000000,14989646.00,184.00,36.6085624,-121.8794784,194.00,1688,1712,1500,1500
63970,1,-99.0000000,-99.0000000,14989646.00,184.00,36.6085548,-121.8794784,195.00,1682,1718,1500,1500
64896,1,-99.0000000,-99.0000000,14989646.00,184.00,36.6085548,-121.8794784,192.00,1697,1703,1500,1500
64972,1,-99.0000000,-99.0000000,14989644.00,184.00,36.6085472,-121.8794937,191.00,1701,1699,1500,1500
65888,1,-99.0000000,-99.0000000,14989644.00,184.00,36.6085472,-121.8794937,190.00,1705,1695,1500,1500
65963,1,-99.0000000,-99.0000000,14989644.00,184.00,36.6085433,-121.8794937,190.00,1705,1695,1500,1500
66891,1,-99.0000000,-99.0000000,14989644.00,184.00,36.6085433,-121.8794937,190.00,1705,1695,1500,1500
66967,1,-99.0000000,-99.0000000,14989644.00,184.00,36.6085357,-121.8794937,190.00,1705,1695,1500,1500
67885,1,-99.0000000,-99.0000000,14989644.00,184.00,36.6085357,-121.8794937,189.00,1709,1691,1500,1500
67962,1,-99.0000000,-99.0000000,14989641.00,184.00,36.6085319,-121.8794937,189.00,1709,1691,1500,1500
68886,1,-99.0000000,-99.0000000,14989641.00,184.00,36.6085319,-121.8794937,188.00,1714,1686,1500,1500
68963,1,-99.0000000,-99.0000000,14989641.00,184.00,36.6085281,-121.8794937,188.00,1714,1686,1500,1500
69883,1,-99.0000000,-99.0000000,14989641.00,184.00,36.6085281,-121.8794937,188.00,1713,1687,1500,1500
69960,1,-99.0000000,-99.0000000,14989641.00,184.00,36.6085205,-121.8794937,188.00,1713,1687,1500,1500
70891,1,-99.0000000,-99.0000000,14989641.00,184.00,36.6085205,-121.8794937,186.00,1723,1677,1500,1500
70968,1,-99.0000000,-99.0000000,14989641.00,184.00,36.6085166,-121.8794937,186.00,1723,1677,1500,1500
71889,1,-99.0000000,-99.0000000,14989641.00,184.00,36.6085166,-121.8794937,185.00,1728,1672,1500,1500
71967,1,-99.0000000,-99.0000000,14989641.00,184.00,36.6085090,-121.8794937,185.00,1728,1672,1500,1500
72887,1,-99.0000000,-99.0000000,14989641.00,184.00,36.6085090,-121.8794937,184.00,1733,1667,1500,1500
72963,1,-99.0000000,-99.0000000,14989640.00,184.00,36.6085014,-121.8794937,184.00,1733,1667,1500,1500
73881,1,-99.0000000,-99.0000000,14989640.00,184.00,36.6085014,-121.8794937,186.00,1723,1677,1500,1500
73956,1,-99.0000000,-99.0000000,14989640.00,184.00,36.6084976,-121.8794937,186.00,1723,1677,1500,1500
74887,1,-99.0000000,-99.0000000,14989640.00,184.00,36.6084976,-121.8794937,184.00,1733,1667,1500,1500
74964,1,-99.0000000,-99.0000000,14989638.00,184.00,36.6084938,-121.8794937,184.00,1733,1667,1500,1500
75880,1,-99.0000000,-99.0000000,14989638.00,184.00,36.6084938,-121.8794937,185.00,1728,1672,1500,1500
75955,1,-99.0000000,-99.0000000,14989638.00,184.00,36.6084823,-121.8794937,185.00,1728,1672,1500,1500
76881,1,-99.0000000,-99.0000000,14989638.00,184.00,36.6084823,-121.8794937,186.00,1723,1677,1500,1500
76956,1,-99.0000000,-99.0000000,14989638.00,184.00,36.6084785,-121.8794937,186.00,1722,1678,1500,1500
77886,1,-99.0000000,-99.0000000,14989638.00,184.00,36.6084785,-121.8794937,184.00,1732,1668,1500,1500
77961,1,-99.0000000,-99.0000000,14989635.00,184.00,36.6084747,-121.8794937,184.00,1732,1668,1500,1500
78879,1,-99.0000000,-99.0000000,14989635.00,184.00,36.6084747,-121.8794937,184.00,1732,1668,1500,1500
78954,1,-99.0000000,-99.0000000,14989635.00,184.00,36.6084709,-121.8795089,184.00,1732,1668,1500,1500
79883,1,-99.0000000,-99.0000000,14989635.00,184.00,36.6084709,-121.8795089,179.00,1758,1642,1500,1500
79960,1,-99.0000000,-99.0000000,14989635.00,184.00,36.6084632,-121.8795089,179.00,1758,1642,1500,1500
80886,1,-99.0000000,-99.0000000,14989635.00,184.00,36.6084632,-121.8795089,180.00,1753,1647,1500,1500
80963,1,-99.0000000,-99.0000000,14989635.00,184.00,36.6084594,-121.8795089,180.00,1753,1647,1500,1500
81873,1,-99.0000000,-99.0000000,14989635.00,184.00,36.6084594,-121.8795089,182.00,1743,1657,1500,1500
81950,1,-99.0000000,-99.0000000,14989635.00,184.00,36.6084556,-121.8795089,182.00,1744,1656,1500,1500
82875,1,-99.0000000,-99.0000000,14989635.00,184.00,36.6084556,-121.8795089,180.00,1754,1646,1500,1500
82952,1,-99.0000000,-99.0000000,14989635.00,184.00,36.6084518,-121.8795089,180.00,1754,1646,1500,1500
83874,1,-99.0000000,-99.0000000,14989635.00,184.00,36.6084518,-121.8795089,182.00,1744,1656,1500,1500
83952,1,-99.0000000,-99.0000000,14989632.00,184.00,36.6084442,-121.8795089,181.00,1749,1651,1500,1500
84879,1,-99.0000000,-99.0000000,14989632.00,184.00,36.6084442,-121.8795089,182.00,1744,1656,1500,1500
84957,1,-99.0000000,-99.0000000,14989632.00,184.00,36.6084442,-121.8795089,182.00,1744,1656,1500,1500
85873,1,-99.0000000,-99.0000000,14989632.00,184.00,36.6084442,-121.8795089,180.00,1755,1645,1500,1500
85950,1,-99.0000000,-99.0000000,14989632.00,184.00,36.6084365,-121.8795089,180.00,1755,1645,1500,1500
86880,1,-99.0000000,-99.0000000,14989632.00,184.00,36.6084365,-121.8795089,183.00,1740,1660,1500,1500
86957,1,-99.0000000,-99.0000000,14989632.00,184.00,36.6084327,-121.8795089,183.00,1740,1660,1500,1500
87876,1,-99.0000000,-99.0000000,14989632.00,184.00,36.6084327,-121.8795089,182.00,1745,1655,1500,1500
87951,1,-99.0000000,-99.0000000,14989632.00,184.00,36.6084251,-121.8795089,182.00,1745,1655,1500,1500
88873,1,-99.0000000,-99.0000000,14989632.00,184.00,36.6084251,-121.8795089,180.00,1755,1645,1500,1500
88949,1,-99.0000000,-99.0000000,14989630.00,184.00,36.6084175,-121.8795089,180.00,1756,1644,1500,1500
89867,1,-99.0000000,-99.0000000,14989630.00,184.00,36.6084175,-121.8795089,178.00,1766,1634,1500,1500
89943,1,-99.0000000,-99.0000000,14989627.00,184.00,36.6084136,-121.8795089,178.00,1766,1634,1500,1500
90867,1,-99.0000000,-99.0000000,14989627.00,184.00,36.6084136,-121.8795089,179.00,1761,1639,1500,1500
90942,1,-99.0000000,-99.0000000,14989627.00,184.00,36.6084098,-121.8795089,180.00,1757,1643,1500,1500
91874,1,-99.0000000,-99.0000000,14989627.00,184.00,36.6084098,-121.8795089,181.00,1752,1648,1500,1500
91951,1,-99.0000000,-99.0000000,14989627.00,184.00,36.6084060,-121.8795089,182.00,1747,1653,1500,1500
92877,1,-99.0000000,-99.0000000,14989627.00,184.00,36.6084060,-121.8795089,183.00,1742,1658,1500,1500
92954,1,-99.0000000,-99.0000000,14989627.00,184.00,36.6084022,-121.8795089,183.00,1742,1658,1500,1500
93870,1,-99.0000000,-99.0000000,14989627.00,184.00,36.6084022,-121.8795089,184.00,1737,1663,1500,1500
93946,1,-99.0000000,-99.0000000,14989627.00,184.00,36.6083984,-121.8795089,184.00,1737,1663,1500,1500
94864,1,-99.0000000,-99.0000000,14989627.00,184.00,36.6083984,-121.8795089,181.00,1752,1648,1500,1500
94940,1,-99.0000000,-99.0000000,14989627.00,184.00,36.6083908,-121.8795089,181.00,1752,1648,1500,1500
95868,1,-99.0000000,-99.0000000,14989627.00,184.00,36.6083908,-121.8795089,178.00,1768,1632,1500,1500
95945,1,-99.0000000,-99.0000000,14989627.00,184.00,36.6083869,-121.8795089,178.00,1768,1632,1500,1500
96862,1,-99.0000000,-99.0000000,14989627.00,184.00,36.6083869,-121.8795089,179.00,1763,1637,1500,1500
96939,1,-99.0000000,-99.0000000,14989626.00,184.00,36.6083831,-121.8795089,179.00,1763,1637,1500,1500
97861,1,-99.0000000,-99.0000000,14989626.00,184.00,36.6083831,-121.8795089,178.00,1769,1631,1500,1500
97938,1,-99.0000000,-99.0000000,14989626.00,184.00,36.6083793,-121.8795089,178.00,1769,1631,1500,1500
98871,1,-99.0000000,-99.0000000,14989626.00,184.00,36.6083793,-121.8795089,175.00,1784,1616,1500,1500
98949,1,-99.0000000,-99.0000000,14989626.00,184.00,36.6083717,-121.8795089,175.00,1785,1615,1500,1500
99861,1,-99.0000000,-99.0000000,14989626.00,184.00,36.6083717,-121.8795089,176.00,1780,1620,1500,1500
99936,1,-99.0000000,-99.0000000,14989626.00,184.00,36.6083717,-121.8795089,177.00,1776,1624,1500,1500
100868,1,-99.0000000,-99.0000000,14989626.00,184.00,36.6083717,-121.8795089,178.00,1771,1629,1500,1500
100943,1,-99.0000000,-99.0000000,14989624.00,184.00,36.6083602,-121.8795089,178.00,1771,1629,1500,1500
101867,1,-99.0000000,-99.0000000,14989624.00,184.00,36.6083602,-121.8795089,178.00,1771,1629,1500,1500
101943,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083564,-121.8795089,178.00,1772,1628,1500,1500
102858,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083564,-121.8795089,179.00,1767,1633,1500,1500
102934,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083526,-121.8795089,179.00,1767,1633,1500,1500
103857,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083526,-121.8795089,186.00,1732,1668,1500,1500
103933,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083488,-121.8795089,186.00,1732,1668,1500,1500
104859,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083488,-121.8795089,189.00,1717,1683,1500,1500
104934,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083412,-121.8795089,190.00,1712,1688,1500,1500
105863,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083412,-121.8795089,188.00,1721,1679,1500,1500
105939,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083374,-121.8795242,187.00,1726,1674,1500,1500
106855,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083374,-121.8795242,182.00,1751,1649,1500,1500
106932,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083335,-121.8795242,182.00,1751,1649,1500,1500
107862,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083335,-121.8795242,171.00,1807,1593,1500,1500
107938,1,-99.0000000,-99.0000000,14989617.00,184.00,36.6083297,-121.8795242,169.00,1818,1582,1500,1500
108858,1,-99.0000000,-99.0000000,14989617.00,184.00,36.6083297,-121.8795242,160.00,1864,1536,1500,1500
108935,1,-99.0000000,-99.0000000,14989617.00,184.00,36.6083259,-121.8795242,159.00,1870,1530,1500,1500
109857,1,-99.0000000,-99.0000000,14989617.00,184.00,36.6083259,-121.8795242,155.00,1892,1508,1500,1500
109934,1,-99.0000000,-99.0000000,14989617.00,184.00,36.6083259,-121.8795242,154.00,1898,1502,1500,1500
110854,1,-99.0000000,-99.0000000,14989617.00,184.00,36.6083259,-121.8795242,157.00,1885,1515,1500,1500
110929,1,-99.0000000,-99.0000000,14989617.00,184.00,36.6083259,-121.8795242,158.00,1881,1519,1500,1500
111851,1,-99.0000000,-99.0000000,14989617.00,184.00,36.6083259,-121.8795242,165.00,1847,1553,1500,1500
111928,1,-99.0000000,-99.0000000,14989617.00,184.00,36.6083259,-121.8795242,166.00,1843,1557,1500,1500
112857,1,-99.0000000,-99.0000000,14989617.00,184.00,36.6083259,-121.8795242,164.00,1854,1546,1500,1500
112933,1,-99.0000000,-99.0000000,14989617.00,184.00,36.6083259,-121.8795242,164.00,1855,1545,1500,1500
113857,1,-99.0000000,-99.0000000,14989617.00,184.00,36.6083259,-121.8795242,151.00,1900,1479,1500,1500
113935,1,-99.0000000,-99.0000000,14989617.00,184.00,36.6083259,-121.8795394,151.00,1900,1477,1500,1500
114853,1,-99.0000000,-99.0000000,14989617.00,184.00,36.6083259,-121.8795394,145.00,1900,1445,1500,1500
114929,1,-99.0000000,-99.0000000,14989617.00,184.00,36.6083259,-121.8795394,146.00,1900,1448,1500,1500
115847,1,-99.0000000,-99.0000000,14989617.00,184.00,36.6083259,-121.8795394,149.00,1900,1461,1500,1500
115923,1,-99.0000000,-99.0000000,14989617.00,184.00,36.6083297,-121.8795394,149.00,1900,1460,1500,1500
116855,1,-99.0000000,-99.0000000,14989617.00,184.00,36.6083297,-121.8795394,154.00,1900,1483,1500,1500
116930,1,-99.0000000,-99.0000000,14989617.00,184.00,36.6083297,-121.8795394,154.00,1900,1482,1500,1500
117849,1,-99.0000000,-99.0000000,14989617.00,184.00,36.6083297,-121.8795394,156.00,1900,1490,1500,1500
117924,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083335,-121.8795394,156.00,1900,1489,1500,1500
118844,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083335,-121.8795394,157.00,1900,1493,1500,1500
118922,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083335,-121.8795547,157.00,1900,1491,1500,1500
119854,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083335,-121.8795547,155.00,1900,1480,1500,1500
119928,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083335,-121.8795547,155.00,1900,1478,1500,1500
120843,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083335,-121.8795547,154.00,1900,1472,1500,1500
120920,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083374,-121.8795547,154.00,1900,1470,1500,1500
121850,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083374,-121.8795547,152.00,1900,1459,1500,1500
121927,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083374,-121.8795547,152.00,1900,1457,1500,1500
122851,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083374,-121.8795547,157.00,1900,1481,1500,1500
122928,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083412,-121.8795700,157.00,1900,1479,1500,1500
123840,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083412,-121.8795700,156.00,1900,1473,1500,1500
123916,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083412,-121.8795700,156.00,1900,1472,1500,1500
124839,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083412,-121.8795700,152.00,1900,1450,1500,1500
124915,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083412,-121.8795700,150.00,1900,1438,1500,1500
125838,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083412,-121.8795700,144.00,1900,1406,1500,1500
125914,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083450,-121.8795700,144.00,1900,1404,1500,1500
126846,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083450,-121.8795700,147.00,1900,1417,1500,1500
126921,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083488,-121.8795928,147.00,1900,1416,1500,1500
127837,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083488,-121.8795928,150.00,1900,1429,1500,1500
127912,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083526,-121.8795928,149.00,1900,1422,1500,1500
128846,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083526,-121.8795928,152.00,1900,1436,1500,1500
128922,1,-99.0000000,-99.0000000,14989620.00,184.00,36.6083526,-121.8795928,151.00,1900,1429,1500,1500






same as apr19, but with shorter time to test why GPS chip suddenly reported bad data